symbol,companyName,sector,industry,exchange,ceo,description,website,mktCap,volAvg,beta,price
JPT,Nuveen Preferred and Income 2022 Term Fund of Beneficial Interest,Financial Services,Asset Management,New York Stock Exchange,,Nuveen Preferred and Income 2022 Term is a closed-end management investment company. Its investment objective is to provide a high level of current income and total return by investing in preferred and other income-producing securities.,http://www.nuveen.com,1.44920656E8,27419,0.242646,21.2
KEN,Kenon Holdings Ltd.,Utilities,Utilities - Regulated,New York Stock Exchange,Yoav Doppelt,"Kenon Holdings Ltd, through its subsidiaries, provides electricity generation using technologies such as hydroelectric, natural gas and diesel turbines and heavy fuel oil engines, in Peru, Chile, Colombia, El Salvador, Jamaica, Nicaragua, among others.",http://www.kenon-holdings.com,1.05123546E9,2169,1.126663,19.53
LCM,Advent/Claymore Enhanced Growth & Income Fund of Beneficial Interest,Financial Services,Asset Management,New York Stock Exchange,Tracy V. Maitland,"Advent/claymore Enhanced Growth & Income is a diversified, closed-end management investment company. Its investment objective is to seek current income and current gains from trading in securities, with a objective of long-term capital appreciation.",https://www.guggenheiminvestments.com,636730000.00,39074,0.732766,7.77
LEVB,Level Brands Inc.,Consumer Cyclical,Advertising & Marketing Services,NYSE American,Martin A. Sumichrast,"Level Brands Inc is an US based branding and marketing company. The business activity of the group is operated through four division's namely, professional products division, licensing division, entertainment division and health and wellness.",http://www.levelbrands.com,47539834.16,12162,2.396058,6.14
MCB,Metropolitan Bank Holding Corp.,Financial Services,Banks,New York Stock Exchange,Mark R. DeFazio,"Metropolitan Bank Holding Corp provide a broad range of business, commercial and retail banking products and services to small businesses, middle-market enterprises, public entities and affluent individuals in the New York metropolitan area.",http://www.metropolitanbankny.com,2.03532928E8,30268,1.396337,24.52
MGIC,Magic Software Enterprises Ltd.,Technology,Application Software,Nasdaq Global Select,Guy Bernstein,"Magic Software Enterprises Ltd is a software development company. It provides application development, business process integration platforms, vertical software solutions and professional services to develop mobile and cloud based business applications.",http://www.magicsoftware.com,4.32871936E8,47295,0.914839,8.9
MHI,Pioneer Municipal High Income Trust of Beneficial Interest,Financial Services,Asset Management,New York Stock Exchange,Lisa Jones,"Pioneer Municipal High Income Trust is a diversified, closed-end management investment company. Its investment objective is to seek a high level of current income exempt from regular federal income tax and capital appreciation.",http://us.pioneerinvestments.com,2.47979472E8,108269,0.112694,10.89
MSP,Madison Strategic Sector Premium Fund of Beneficial Interest,Financial Services,Asset Management,New York Stock Exchange,Katherine L. Frank,"Madison Strategic Sector Premium Fund is a diversified, closed end management investment company. Its objective is to provide a high level of current income and current gains, with a secondary objective of long term capital appreciation.",https://www.madisonfunds.com,66564381,14253,0.510488,11.63
MTR,Mesa Royalty Trust,Financial Services,Asset Management,New York Stock Exchange,,Mesa Royalty Trust is a grantor trust. It holds interests in various oil and gas producing properties in the United States.,,1.0305653E7,7330,1.265598,5.53
MUA,Blackrock MuniAssets Fund Inc,Financial Services,Asset Management,New York Stock Exchange,John M. Perlowski,Blackrock Muniassets Fund Inc is a diversified investment fund with an objective to provide high current income exempt from U.S. federal income taxes by investing primarily in a portfolio of medium- to lower-grade or unrated municipal obligations.,http://www.blackrock.com,4.53826016E8,94650,0.131534,12.58
MYD,Blackrock MuniYield Fund Inc.,Financial Services,Asset Management,New York Stock Exchange,,"Blackrock Muniyield Fund Inc is a diversified, closed-end management investment company. The Fund's investment objective is to provide total return through a combination of current income and capital appreciation.",https://www.blackrock.com,5.7898912E8,172379,0.241146,12.34
MZA,Blackrock MuniYield Arizona Fund Inc.,Financial Services,Asset Management,NYSE American,John M. Perlowski,"Blackrock Muniyield Arizona Fund, Inc is a closed-end management investment company. Its objective is to provide shareholders with as high a level of current income exempt from federal and Arizona income taxes.",http://www.blackrock.com,5.8004116E7,9639,0.264755,12.51
NID,Nuveen Intermediate Duration Municipal Term Fund of Beneficial Interest,Financial Services,Asset Management,New York Stock Exchange,,Nuveen Intermediate Dur Muni Term Fund is a diversified closed-end management investment company. It seeks to provide a high level of current income exempt from regular federal income tax with a secondary objective of seeking additional total return.,https://www.nuveen.com,5.8637126E8,123601,0.065103,12.5
NJV,Nuveen New Jersey Municipal Value Fund of Beneficial Interest,Financial Services,Asset Management,New York Stock Exchange,,"Nuveen NJ Municipal Value Fund is a closed-end investment company. The Fund's investment objective is to provide an attractive level of total return, primarily through long-term capital appreciation and secondarily through income and gains.",http://www.nuveen.com,1.9258218E7,5236,-0.018549,12.58
NXJ,Nuveen New Jersey Qualified Municipal Fund,Financial Services,Asset Management,New York Stock Exchange,,Nuveen NJ Dividend Advantage Muni Fund is an asset management company. Its objective is to provide current income exempt from both regular federal and designated state income taxes by investing primarily in a portfolio of municipal obligations.,http://www.nuveen.com,5.31721344E8,109279,0.065767,12.81
NXN,Nuveen New York Select Tax-Free Income Portfolio,Financial Services,Asset Management,New York Stock Exchange,,"Nuveen NY Select Tax-Free Income Port is a diversified closed end management investment company. The fund invests in municipal securities that are exempt from federal, New York state, and New York City income taxes.",https://www.nuveen.com,4.9229628E7,9482,-0.062394,12.5429
NYH,Eaton Vance New York Municipal Bond Fund II of Beneficial Interest $.01 par value,Financial Services,Asset Management,NYSE American,,"Eaton Vance New York Municipal Bond Fund II is a closed-end investment company. Its objective is to provide current income exempt from regular federal income tax, including alternative minimum tax, and, in state specific funds, tax in its specified state.",https://www.eatonvance.com,84120000.00,7085,-0.024934,10.52
OCIP,OCI Partners LP representing Limited Partner Interests,Basic Materials,Chemicals,New York Stock Exchange,Ahmed K. El-Hoshy,OCI Partners LP operates methanol and ammonia production facility in Texas. The company stores and sells the produced methanol and ammonia to industrial and commercial customers.,http://www.ocipartnerslp.com,1000500000.00,13200,1.176336,11.5
OMAA,OM Asset Management plc 5.125% Notes due 2031,,,New York Stock Exchange,,,,0,8580,-0.44843,23.94
PBCTP,People's United Financial Inc. Perpetual Preferred Series A Fixed-to-floating Rate,Financial Services,Banks,Nasdaq Global Select,John P. Barnes,"People's United Financial Inc is a bank holding company. It provides commercial banking, retail and business banking, and wealth management services to individual, corporate and municipal customers.",http://www.peoples.com,6.063745E9,31044,1.241146,24.98
PIY,Preferred Plus Trust (Ser CZN) Ser CZN-1 Tr Ctf 8.375% Maturity 10/01/2046,Financial Services,Asset Management,New York Stock Exchange,,Preferred Plus Trust is a trust company.,http://www.ml.com,0,9380,0.656718,6.35
PKOH,Park-Ohio Holdings Corp.,Industrials,Industrial Distribution,Nasdaq Global Select,Edward F. Crawford,"Park-Ohio Holdings Corp is a United States based company, engaged in industrial supply chain logistics and diversified manufacturing business. It operates in three business segment namely Supply Technologies, Assembly Components and Engineered Products.",http://www.pkoh.com,2.11525552E8,61830,2.301854,16.7
PPX,PPL Capital Funding Inc. 2013 Series B Junior Subordinated Notes due 2073,,,New York Stock Exchange,,,,11508465000.00,36966,0.058374,25.15
RNN,Rexahn Pharmaceuticals Inc.,Healthcare,Biotechnology,NYSE American,,"Rexahn Pharmaceuticals Inc is a clinical stage biopharmaceutical company dedicated to the discovery, development and commercialization of treatments for cancer.",http://www.rexahn.com,14235894.93,291237,0.676726,5.19
RVSB,Riverview Bancorp Inc,Financial Services,Banks,Nasdaq Global Select,Patrick Sheaffer,Riverview Bancorp Inc is the savings & loan holding company of Riverview Community Bank. The Company is engaged in the business of attracting deposits from the general public & using such funds in its market area to originate commercial business.,http://www.riverviewbank.com,1.23296328E8,84874,0.620573,5.42
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,,,New York Stock Exchange,,,,8.8366848E9,37739,0.233609,25.14
SBNA,Scorpio Tankers Inc. 6.75% Senior Notes due 2020,,,New York Stock Exchange,,,,4.5290337E9,13120,0.490523,24.97
SLDA,Sutherland Asset Management Corporation 7.00% Convertible Senior Notes due 2023,,,New York Stock Exchange,,,,0,12064,-0.041463,26.08
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,Industrials,Conglomerates,New York Stock Exchange,,"Steel Partner Holdings LP operates businesses through subsidiaries in industrial products, energy, defense, supply chain and logistics, banking, food products, oilfield services, sports, training, education and entertainment and lifestyle industries.",http://www.steelpartners.com,1.26317168E8,18071,0.623102,5.05
SRLP,Sprague Resources LP representing Limited Partner Interests,Energy,Oil & Gas - Refining & Marketing,New York Stock Exchange,David C. Glendon,"Sprague Resources LP is a wholesale and commercial distributor engaged in the purchase, storage, distribution and sale of refined products and natural gas, and provides storage and handling services for a broad range of materials.",http://www.spragueenergy.com,3.46135808E8,122358,1.51349,15.1
TANNI,TravelCenters of America LLC 8.25% Senior Notes due 2028,Consumer Cyclical,Retail - Apparel & Specialty,Nasdaq Global Select,Andrew J. Rebholz,"TravelCenters of America LLC operates and franchise travel centers, standalone convenience stores, and standalone restaurants. It collects rents, royalties and other fees from our tenants and franchisees.",https://www.ta-petro.com,8.1287578E8,18661,0.179278,20.55
